text,labels
 Don t bury the lead fam! It has nothing to do with gun control laws and everything to do with the demographics of those cities ,1
Remember  Just like we tried to tell you  You don t hear from Roy Moore s accusers anymore  They re running the same play  #ConfirmKavanaugh #MAGA #ChristineBlaseyFord,0
 Doubtful  He s one of the least hateful people on this planet!! Maybe you re looking in a mirror ,0
 gun control has nothing to do with taking away rights  As long as you agree to the stipulations you put in place  ,0
 How many backbenchers think its workable? URL,0
 And thats why youre a sheep  You think that Fox its viewers which would make up mostly Republicans/conservatives are all rich??,0
 Joes number one rule is respect 90  WC did not  I love the kid  He is kinda gassed  Frustrated that hitting went bad after all star game  He will learn from it  Go Cubs!,0
 I m not in uncomefortbul miss Williams is a great actor or she thinks she is miss Williams is out of order in what she said to the ref rules apply even to miss Williams but your turning it in to o as a women don t this bone that miss Williams is out of order that s a stone wall,1
 Yes   you are exempted   ,0
 Let s get to the bottom of this! DM me your zipcode and I ll check it out  We have your back and we will make sure you are enjoying the BEST that TV has to offer ASAP! *NevinBruce,0
 Is Beto pro-2A or is he for gun control? Where does he stand?,0
 But they promise free stuff from the magic money tree #MAGA ,0
 Dont talk shit about 48 laws,1
 They been had open world spider man games tho  We need a avengers game with all of them niggas,1
 #MarkJudge We see you re trying to Judge Moore #Kavanaugh and it won t work  Your Spartacus moment is over! #MAGA #KAG #AmericaFirst #Trump #FoxReport,0
 CONSERVATIVES ARE CREEPY COWARDS URL,0
 HONORED TO BE INCLUDED WITH ALL THESE FINE PATRIOTS ! THANK YOU RENA ! #MAGA DEAN ! URL,0
 RIP comrade! #ANTIFA,0
 LOL!!! Now will they BURN those? And will they remember to take them off first? One guy didn t  And to burn them OUTSIDE so they don t take down the house as one guy did? Wait until they find out Levis is now pushing gun control  Nazis marching in their tidy whities? Oy ,1
 Breitbart is dead,0
 Conservatives have no class  How is Andy the failed insurance huckster doing these days? URL,0
  won this round  Yucker ALWAYS interrupts his guests and it didnt work this time  He is so rude  #MichaelAvenatti URL,1
 Liberals media won t report it,0
 Here is the thing I aint disputing that as a nation we have problems and never have I  However to say someone is likely to die earlier in Botswana than anywhere in the world is a reach  Thats where I felt you are just exaggerating ,0
 Loool you are playing waaaay too rough here  I cant stop laughing #thankyou,0
 Gun control anyone? #DisarmHate,0
 dont get me started on the head of special needs she is on another planet,0
 He should have done that with Obama,0
 An excellent idea She is so intelligent and relentless ,0
 Fuck my Rick (?,1
 Liberals have never been able to grasp consequences    your example is the perfect response   he will probably still be unable to understand it though ,0
 Thank you first lady for your service to the USA and putting up with the vile liberal hoard everyday  You are a true patriot #MAGA,0
 a few comics i never met i REALLY want to meet now and he is one of them ha,0
 Lol okay cuz this shit gotta be discreet ,1
 i lost my shit and everyone in class is judging me lmao ,1
 Indeed Americans need more gun control which means hitting your target  Can never have to much range time  ,1
 I have never understood why there are not more officers visibly supporting tighter gun control  It makes their job so much more dangerous with all these random people w/ their guns ,0
 You do remember 2 weeks ago the coach for the Maryland terps football squad          I m sure his parents thought the same thing coach was a Capricorn you Dick head        You are in competent Stephen a Smith,0
 Hmm well she is right to hun    blake was supposed to be watching her ,0
 Energy Independence   it s here! Thank you !!!,0
 He is hurt and no one has checked on him!!!,1
 she is so beautiful! ,0
 hope all is well  Thats so fucked  Like seriously what the fuck is wrong with ppl now  Gun control is no issue though right  Thank God I live in Canada  Feel brutal for all the attacks in the U S A but seriously it won t go away ,1
Should of known she wouldnt show up! Only accuse is in the dems playbook! When will people start understanding that the radical have taken over the party! #ConfirmKavanaugh #MAGA #WednesdayWisdom #FortTrump #1linewed,1
 He is such an arrogant creep    believes he is Gods gift to Politics,1
 Lies on top of lies that is the antifa and democrats way,0
 Corbyn and Abbott wont get in so the conservatives will win again ,0
 They cant  His a sheep  Just follow along with fake news and put everyone who can think for themselves as KKK  Antifa wannabes,1
 You are awesome!,0
 Feel sorry for the voters no good choice ,1
 yeah ok sure next time  i just didnt wanna let people know who she is so that they dont go all over her and attack her but if ur sure then OkAy ,0
 Yet another really stupid take by Erick  He is a single issue thinker   overturning Roe  Anything that gets in the way of that is to be mocked and trivialized  He has no other core beliefs ,1
 Everyone in Washington including John Heinz is being uncovered as the corrupt elites they are   Like cockroaches running from the light ,1
 she is a bad girl ! bad bad gril :),0
  - we re counting on you to save the Conservatives from leading this country of ours from falling off the economic precipice that grows dangerously close!! HELP!!,0
 If you want societal dregs - take a look at #antifa,0
 Paul Manafort is a legit trader but because he works(ed) for Trump  I guess it s not a big deal to conspire against your country anymore  #MAGA,0
 A new hero  God bless him,0
 The funniest thing about her is how easily triggered she is!!! Well that and how ugly she is,1
 College football is much more interesting than the NFL protesters ,0
 They wont be the last  Ford supports them and Levis has come out for gun control  Corporate America is going to take our country back ,0
 Don t really need to try and out virtue signal the liberals  Not wasting taxpayer dollars on foriegn invaders is enough of an argument ,0
 Course it has son ,0
 You liberals are so nice and caring,0
 They coming  URL,0
 He is probably dying due to dog fumes,0
 Googlecide Death by dont-be-evil-corp inspiring the Internet bill of rights preventing leftist oligarchies from erasing people based on political beliefs transforming western civilization into a totalitarian state controlling nearly all aspects of life via the Googlesplaining ,1
 I want to #askalivelshi why isn t the basic issue of Survival of the Fittest  vs  Take Care of Everyone  the Dems main point  Isn t this the core of all others ? gun control  wealth and income inequality  health care  entitlements  EPA  Glbl Wrm  Most agree here URL,0
 My therapist had a baby in August so been seeing a sub  She is very good at it but my real therapist is wonderful  Has helped me so much,0
 Another lying liberal   Many lying libtards will be exposed as they unclassifie documents  The Liberals will lie cheat and steal to try to bring our country down  Stop this anti-American idiotic socialist movement vote Republican in November Trump 2020 ,1
 That isnt a bill about LGBT sex workers its a bill on sex workers in general Harris has a very good record as attested by LGBT orgs I mean if we are playing that game you could argue that Bernie votes on gun control has impacted the lives of black people in Chicago negatively ,1
 No liberals calling for to resign URL,0
 Why did Feinstein NOT come forward with that letter 6 weeks ago then? No need then to question him way back then? LOL you liberals are very funny  I am sure the #MeToo movement appreciates the set back you all just gave it ,0
 Privat just means between B XVI and the Cardinal  Agree though he should not be out and about  Should be in seclusion for the  prayer nd meditation  and only private mass  Nuncio was making molehill into mountain for the Old Guard of conservatives to oust Francis ,0
 As if a liberal beta male could engage in sex with a straight female ,1
 Democrats would love to see mob rule   That s why they like Antifa  ,0
 Umm she is a reporter asking a question  The Senator is acting like a baby  Is this really what adults act like? Shame on you CBS  Shame ,1
 She is your sister!lol,0
 And he is out for game 2  He has played like 6 games in 4 years  The team can no longer depend on him  Get somebody here that actually plays football games ,0
 Hope she is ok ,0
 We must all stick together to MAGA,0
 Please shut up Ontario is seeing what conservatives stand for is not helping you loose this province your never going anywhere   Not they you will any way your completely out of tune with Canadian Mr  Harper oops I mean Mr  Scheer common mistake you so much alike ,0
#Liberal #activist calls for #banning #MEN via man control since gun control isnt having the desired effect URL URL,0
 A resounding NO! #MAGA,1
 Ty  You are welcome  #MAGA,0
 Word cause her music SLAPS THERE S NO REASON SHE SHOULDN T BE SELLING OUT BIG ASS SHOWS (idk if she is or isn t but she DESERVES),1
 Would our country be able to keep its law enforcement officers safer (who are trying to keep our families safe) if gun control laws were not subject to the limitations of the 2nd Amendment? #alpolitics,0
 WE THE PEOPLE DEMAND AN INVESTIGATION OF keith ellison!! #MAGA URL,0
 And yes your presidency was one of the absolute worst  Go back to that    no way ,0
 The monuments that will be torn down in the next 10 years? Much to the consternation of we conservatives,1
 They should dress him in an Ice Uniform no weapons and make him walk the boarder at night calling for the drug cartel ,1
 No we dont! There has been videos of Trump supporters blocking kkk and sending them away! We dont accept racism  He said There are fine people on both sides  That includes antifa but go ahead and pick and choose your information ,1
 The global elitists never thought you would win  Just like our Trump  America knows your truth and knows how you are trying to help your citizens  Stay strong  America knows and supports you  The NWO will NEVER win!,0
 Seriously?! Do you really believe your own crap? Why dont you just move on if she is so offensive  This ugly side to you is very unbecoming,1
 Good for you   he is bit miss guided for me to follow as the guy to me seems more like an idiot &amp; a crock but if you think that he is perfect even though there is multiple investigations against him whom am I to disagree  I m still looking for a better role model for America cya,1
 yes we are   the democrats no longer care bout the constitutional laws or the us citizens  their new pets are illegals drug dealers murdersers thieves rapists muslims antifa the lgbtq and anybody who hates america  theyre batshit crazy!!!,1
 fake ass emoji,1
 She is a liar ! Doesnt even remember all ! Says it right there !,1
 I think it s time we stopped being polite to and about the Left  They are not good people  they are walking filth  Small l  liberals are their stooges  who don t see they are being used to destroy this country  ,0
 For the record I know Doug Jones personally and he is only a Sen  Bc we had no other credible choice  He wont be at the next election ,0
 wow Jr  you are not very bright are you  URL,1
 Im not liking the direction he is going in  He needs to make happy couples and have happiness in their lives ,0
 Explain to me where i said that wasnt true  I know what due process means  I know when anyone goes to court over a crime like that it affects their lives  he is not exempt from the process or ridicule,1
 Come on CNN  He literally introduced himself  The guy is a public figure for gun control  Call him out!,1
 We have thousands of gun control laws  Which ones arent sensible enough for you?,0
 No fr! People are always on the most bullshit &amp; Im not postponing or missing anything else because another person cant get their shit together  So if all else fails I go by myself &amp; Tbh I end up having a better time anyway ,1
 you do when you are disconnected of social networks? #AskAlly,0
 Go crash another plane ,1
 No one is mistreating her but you are all mistreating Kavanaugh  This man may be innocent but you liberals are jumping on this just because you hate Trump  So you all do the right thing and after 36 years it s her word against his so there is no contest ,1
 FF8 sucks MAJOR wang ,1
 So he is misogynistic cause his opinion is different?? I guess that makes you a bigot!,1
 You are correct URL,0
 2 Republican Men in a picture 85 and 84 what are men of that age are Law Makers too old no sorry young Republicans are like young Conservatives they are all born at 40 years of age,0
 Where were these morons when the Groper Trudeau and his lying Liberals stomped all over our Charter with their Values Test? Where was Holt Renfrews favourite shopper Horwath? Premier Ford is trying to save taxpayers money! Maybe thats what bugs Horwath??,1
 It is true  The Sullivan Act innNew Yourk was enacted SPECIFICALLY to disarm ethnic minorities  They fkat out said that was the purpose when it was enacted  Gun control in New York City is based on that law to this very day  Gun control doesnt disarm the privileged  Not at all ,0
 Thanks Chris you are very helpful ,0
 Amy Barrett    come on down    U R the next contestant on the    and the liberals start looking 4 boyfriends she tried 2 rape!,0
 You aint doin your part then check them pussies  Im from the hood and I still dont say the N word cause Im a little more educated I got other ways to describe my brother or friends  I feel the same way as you though too many people going left unchecked ,1
 I think he is racist out of touch with reality he treats the presidency like a reality show were he is starring he has no empathy he is suffering from narcissism he has an in ability to tell the truth he may be mentally incapable of being the President of our Country URL,1
 Everybody Talks About the Weather       We Don t: We confront them when we make sure that what doesn t suit us never happens again  Dont blather that it is too violence  The action #AntiFa is not crocheting doilies!,0
   long live satire!- if we cannot cut to the truth in this way then we may as well call it a day   ,0
 Shorty s dad taught him eveything about Pussygrabbing Sexual assault #trump family time  #maga girls have to stay silent  URL,1
 Sounds like hot lesbian sex to me ,1
#VoteRepublican#ARM#AmericanRedMidterms We can t let the Democrats take back the tax cuts and the reforms that have put more money in so many pockets  #Conservatives #Independents #Undecided #WalkAway #LJMAGA #GoRedStateByState URL,0
 He can go to hell,1
 It sure is  Hope he is in the grand final side,0
 Are now criticising policy in England where standardised testing is used in the equivalent of P1  Is this the start of a Tory civil war?,0
 Antifa is Israel s thug squad in America,1
 There already is gun control tho   ,0
19  Probably John Adams  I d love a chance to talk to a founding father and ask them about gun control ,0
 Well if she truly thought he was an intruder in her home I would suppose she would revert to her police training  What sickens me is all the media hype that she is going to get off strictly because she is white and he is black  Horrible all the way around ,0
 Damn   that s almost as old as I am! Then again  he is from Utah  and he does what career politicians do   appeal to his base ! ,0
 You are so right!,0
 He is Jesus,0
 He is most impressive at corruption and lies ,1
 Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation example limping etc,0
 They re still building and hiding nukes but yeah your pops got played like the udiot he is ,1
 Not now Hell no he offered that last year no go now ,1
 Bank deregulation happened under Gordon Brown with his dramatic changes announced in 1997 (not in manifesto) including independent central bank and removal of supervision of financial sector  How old are you? Who taught you this rubbish version of history?,1
 The vile creature is trying to portray herself as some fierce bitch at the same time she knows that s not what the gun control conversation is about  Paper tiger,1
 The only difference is how many parasites it has feeding off it you mean?,1
 Most mass shooters are liberal white men  We should have liberal control not gun control ,1
 Obama done nothing fix the problem while in office? Now going about telling stories  Trump have being able to restore hope on gun control,1
 Time for Canadians to let all liberals if no Trade deal in two months no vote for any liberal MP! Make that our red line  It makes NO sense Trump has been able to secure Trade Deals around the world but Canada! Obvious to anyone with a Brain failure is Trudeau! He has failed!,1
 What? He didnt get to where he is by saving money through eating McDonalds  How much he makes is the only thing that is relevant ,0
 You meant to say for yourself  Now is it time to talk about gun control?,0
 If we don t destroy the Bush-Clinton Crime family we ll face many more like Obama!!,1
 Thanks  I m gonna test out herc again with limit broken white rose ce equipped on Raikou,0
 But you are Dreg of society!!,0
 Sure  Whatever you say random dude  Last time I checked having a negative opinion of a media company doesnt make you Antifa  But congratulations on dumbest fucking thing Ive heard today,0
 Means nothing!! Your always so dramatic and none of your promises ever come true not sure why I still follow you  I m starting to realize you are full of crap ,1
 You are delusional URL,1
 Looks like Liberals are trying to hide this truth    URL,0
 Boner hasn t lived in real world for 40 years ,0
 Even Antifa are mocking him now ,0
 happyHappy birthday Missy!! URL,0
 Good day Sir  How are you doing? How is your family doing? I have always wanted to reach out to you to say that you are a perfect gentleman  I am glad you have ignored most of the mud slinging targeted at your person by the presidency ,0
16 fukin Years She waited No words frm U Then you pop in She hugs U Like a #tree #greets early light Loves U Like deep #BLUE Love its beating waves Thereupon Pour U a drink As you spill Red She looks #Up in the clouds Sad Like She is still Waiting 4 U #BardBits 23,0
South Korean Official: Leaders will discuss specific denuke measures in Pyongyang  URL #TCOT #MAGA #RedNationRising ,0
 Guilty old perv,1
 True Liberals do,0
 an adult in the room might get things done  If that happens Liberals will take credit if not Doug will be blamed for sticking his noses inz ,0
 I think we should  But no I dont think most American do  We divide ourselves in groups along social issues(Conservatives or liberal)  Probably because we dont have a labor party  Or a party that truly cloaks itself in labor identity ,0
 Got to be about the dumbest thing ever ,1
 You forgot the sarcasm tag kid  Some people are ignorant enough to think you are serious,1
 You should take this picture down you destroyed one of my all time favorite Comedian/Actors URL,0
 He is why I stopped watching football,0
 The UNHINGED REPUBLICAN PARTY I have a question why do you want the wall and not gun control in America when a illegal immigrant does something the UNHINGED REPUBLICAN PARTY talk about the wall but when a school shooting happens the UNHINGED REPUBLICAN PARTY is mute,1
  I am breaking all the rules for running as a Democrat by speaking about sensible gun control  A woman at #MarchforOurLives told me how GAs lax gun laws allowed her daughter to kill herself before she could intervene &amp; begged me to change the laws  We CAN win  URL,1
 Fairness?? What about being fair to the democratic process of this republic??? All this is a sham to delay the vote  Shameful  #DrainTheDeepState #DrainTheDeepStateSwamp #maga,1
 but you ARE the coolest dude,0
 Playing dirty is the only way liberals can win at this point  They are shameless ,1
 How awesome! Takes pictures! She is such an icon and legend  What a pioneer for women! Enjoy it!,0
 The problem is Trump is playing the Dems against the Repubs and he is neither  Trump is an authoritarian  To Trump there is no leaning  His goal is to conjure up hate  He has been part of Americas under belly his whole life and brought it to the WH ,1
 Tryouts for Antifa???,0
 Why should she go? She is a whole person on her own  She can do her job regardless ,0
 Really another one holy crap wow all brought to you by the Liberals ,1
 We should meet her face to face! She won t be speaking like that much longer  She is a horrid person! Somebody will teach her that you reap what you sow  She will find out the hard way  She is just UGLY inside!!! FUBAR!,1
 Im a sick fuck I like to quick fuck,1
 she is a dog with fleas ,1
Just imagine the tyranny wed be living under had these leftwing tryants waging war on us and our duly elected president and the American Republic itself gained tyrannical control of the US Supreme Court the neocons #NeverTrump crew was trying to deliver to them? #MAGA,0
ANTIFA in Canada demand to be let into a government meeting URL,0
 Do I care pe  Hope they fold like a cheap table  Wonder what the spoiled primadonnas do when their huge salaries can t be made  Bet it won t be bailed out like GM &amp; Too Big To Fail Banks were,1
 Because he knows he is going to Jail soon,0
 Happening to Lecor and I where our frame rate is down by a decent amount and frame drops,0
 Name them  Who are these conservatives  who are driving this dump truck of yours  and when they were passionate about deficits  Name them  Who are they? ,0
&amp; until now my granny is still kinda mean at times   (she s a very nice person tbh but a bit mean  ) ummm maybe thats how she is  ,0
 And with right wingers its about white supremacy and neo naziism ? Right?,1
 Now Comes The Pain            #MAGA #WWG1WGA URL,1
 you are not alone/ I am here with you ,0
 The choice is simple  If you vote Gillum you are voting for Socialism  If you vote for Ron DeSantis you are voting for everything that makes Florida great  #VoteRonDeSantis2018 URL,0
 SOROS is at the root of everything and anything anti American  He has his money in Hollywood all the way to Islam and ANTIFA to illegals   URL,0
 And Ill never pay to see another one of your movies     ,0
 CA has inadequate gun control ,1
1 Week watch Nike Stock Plummet   the Liberals can t keep Nike afloat   #BoycottNike Macy s still hasn t rebounded ! URL,0
We are most definitely Better off now than under the previous administration   I still believe most sane people will vote with their head and wallet  There are many closet Republicans who when the chips are down will #VoteRedToSaveAmerica and ignore the MSM  #KAG2018 #MAGA URL,0
 Its funny  That comment is Illogical  WalkAway is so easy  #maga is Great! #MEGA is already happenin Make Earth Great Again URL,0
 You re part of the problem! No more Regressive Liberals  #DrainTheSwamp URL,0
 So she is using the feminist card as a excuse for her behavior in not getting what she wanted when the other competitor that she played was a A WOMAN  who just was simply better than her today  Every woman in that room who applauded to that nonsense I feel sad for you  ,1
 Anyone else think she is a lying opportunist? Yeah   #metoo,1
 Because he is a traitor,1
 Most stupid tweet yet   and yes   its a libtard,1
 I think Michelle spilled Democrats plans for civil war   liberals are lunatics,1
11/21 Political Corruption: Texans: Among liberals and conservs  R s and D s  large majorities favor limits on campaign spending and say the high cost of campaigning discourages many good candidates from running for president  #BetoforSenate URL,0
 Omg Jins laugh makes me wanna laugh my whole life  He is so adorable,0
Did Someone just say maga 2k19,0
 Things are definitely fucked up when you need to state the obvious like this  Conservatives are needed just like liberals are needed  One without the other is faulty ,1
 I ve noticed a lot of conservatives are thoroughly disingenuous when engaging in twitter ,0
 You obviously have no clue and CLEARLY you are not American! China became the largest foreign holder of US Debt in September 2008  They have been a major holder of US since at least 2000  YOU ARE WHATS WRIND WITH AMERICA URL,0
 GETTING EXACTLY WHAT THEY DESERVED,0
 Until he is dead  Because even after he is out of office he will likely command the news cycle for a long time ,1
 I love it when the Liberals say the word debunked kind of like when Hillary said it and she said it with such anger and forosity you knew she meant it but it was all bullshit  ,1
 Conservatives keep telling us how a few million immigrants are ruining the economy  How would multiplying those numbers several times help that?,1
 Oh my god  Theyre so fucking cute ,1
Here s a fun fact Trump s approval ratings in Texas have gone up 4 percent from February to June #MAGA URL,0
Just watching a Horizon show about scientists that discovered a DNA mix between humans and Neanderthals Would have thought Trump getting elected would have been proof enough  #MAGA,0
  This little one is my why  She is the reason I strive each day to become a better version of who I already am    Before babies I used to fear Id never have enough time for a family  URL,0
 Liberals really are nuts ,1
 please provide links to huge budget deficits ?  while you are looking  tell us why Harpers deficits were good but you take issue with PMJT lower deficits  take your time  no hurry   ,0
 Liberals and third worlders to thank for it ,0
 He tihnks he is telling the big lie ,1
 He didn t pay a money for his accounts and stuff  So he is now a stranger  And everything it is because of his obsession for Sonic  I hope that he dies there ,1
 If hed just said give me a lawyer asshole theyd have given him Dershowitz ,1
 I do remember  :( But somehow centrist  antifa-haters can never quite seem to bring themselves to condemn such things  ,0
 Yep  Here she is defying us to take another picture  URL,0
 Getting out of the Paris Climate Agreement is what 64m voters wanted! Obama committed us to $100B towards that agreement! We keep paying for the third world countries and we are going broke! It does not help when places like Cal  have 3m illegals either!,0
 Not once did the left ask for gun control after Scalise was shot  Not once! #VoteRedToSaveAmerica,0
 Brennan probably wrote that NYT op-ed,0
ANXIETY FUCKING SUCKS !,1
And Soros money in their pocket  #maga URL,0
 He is a knucklehead  He is not making good decisions ,1
No my family aren t MAGA they just don t care  They re apart of the populace who get distracted by pop culture completely  They have zero idea what is going on in the world until I tell them &amp; even then they don t care  I m a lion amongst lambs  URL,1
 Looks like my Sylvester and he looks like a skunk  Love him to pieces though  He is so sweet  My girl cat has a unique personality  She is sweet but has her moments ,0
 Clearly that man must have been blind  But thanks for being not only a beautiful woman on the outside but being a kick ass one on the inside as well  I know there are many woman applauding your post along with me ,0
 More empirical proof that liberals are the fascists who are trying to ruin America by destroying the sovereign rights of the people ,0
 No  you moved the goalposts from libs  - a group that includes BLM  which actually has burned down neighborhoods - to Antifa specifically  which has only merely attempted to  And if you can t point to conservative groups burning down neighborhoods (like BLM has) or attempting - ,0
 Is the vulgar Antifa creep TRYING to look like a woman  or is it that he just can t HELP IT?,1
 Yep   thats what we liberals call consensual sex  You should try that some time  URL,0
 A good person turns people in doing crimes  To say Satan made them do it is unthinkable  Satan wouldn t turn the child abusers in  What is this progressive pope thinking?,0
 Traditionalists and fuddy-duddy conservatives form a convenient horseshoe with feminists when it comes to a lot of women s issues  Their reasons are grounded in chivalry and sex differences rather than equality but the result looks very similar ,0
#meneither! She is a liar  Clear as day a liar  URL,1
 Cannibals liberal style ,0
 Maybe she is just supporting a pill that aborts all computer emails  Seems to have worked for her pretty well  Coming to stores soon the Bleachbit Pill  If you buy now they will include a free sledge hammer as well ,0
 Are you going to become an antifa fighter now,0
 Garrett you are amazing and funny  Keep being you  I love when you talk about Harry Potter because Harry Potter is awesome,0
 No gun control people can ever explain the logic of any gun law or any weapon restriction  Always just blanket statements for the sheep to follow #2A #CruzCrew #TX #Florida #VoteRedToSaveTexas #VoteRedToSaveFlorida,0
 Ford s takeover of the Ontario Conservatives makes Trump s takeover of the GOP look geologically slow ,0
 Ridiculous comment the only way liberals make government work is when conservatives go along with their ideas  Tbqh less government is always better than more unless your a socialist  Most time government passes a new law i lose money n Liberty  ,1
 YOU ARE CUTER THA ME SHHHH,1
 Hiding behind your camera as the #Antifa punk hides behind his scarf  Lol,0
 The fact that you equate smoking reefer with sexual assault tells me everything I need to know about you  You MAGA-bot-types are completely at sea when it comes to basic human decency  Like your president ,1
 I support your fight for justice and to hold those responsible accountable  The hypocrisy is beyond any moral standard  Wheres the outrage  Yet they hide behind the vail of gun control and leftists propaganda beginning with Shame on them ,1
 Its in my fuckbucket,1
 The majority of those are suicides  You can not provide evidence that gun control reduces homicides ,1
   If we claim to be without sin  we deceive ourselves and the truth is not in us  If we confess our sins  he is faithful and just and will forgive us our sins and purify us from all unrighteousness  (1 John 1:5-9) ,0
 Wake up black Americans! #maga #Kavanaugh #VOTERED #Trump #Trump2020 #WALKAWAY #KAG #TrumpTrain #1A #SundayThoughts #HurricaneFlorence #HurricaneFlorence2018 #BolsonaroEleito1lugar #BolsonaroPresidente bb #Blackout #BlueWave #BLM #BlackExcellence URL,1
 I ll have him at the height of ecstasy all over my body,1
 Stop giving me quotes start giving me facts that prove gun control will work,0
 What do you expect? #Hollyweeders aka Hollywood liberals,0
 He is the best,0
 She is a piece of garbage! I can t believe the hatred those bitches on the View have for Trump! And ABC let s them spew this garbage on a daily basis  Disgusting! Boycott the View! Boycott ABC too! I have &amp; damn proud of it!,1
 Don t we all! ,0
 And tell us the context    how much has overall network TV viewership gone down during the same period? Oh about the same? Snooze   ,0
#LeviStrauss #CEO takes a side on gun control: Its inevitable that were going to alienate some consumers URL URL,0
 Just don t go to Bank of America unless you are ready to prove that you are citizen every time you want to get your money out of your account ,0
 City of 1 499 900 people who don t fuck  doesn t have quite the same ring to it ,1
 Things had Become Easy For Liberals During The Obama Administration (Liberals are Screaming: DAMN TRUTH I mean TRUMP)!,1
 Liberals philosophy is your guilty until proven innocent,0
 I hope he can get back too ND Days He Is A Real Dawg!,0
 that sucks  Have plans? you should team up with lemons!,1
 I get it the socialist isn t at fault for dressing above her constituents? But she wanted to look as wealthy as she is? She grew up rich   ,0
#StopKavanaugh: Believe women  except for the 65 who support Kavanaugh  URL #TCOT #MAGA #RedNationRising ,0
     and boobs  Do NOT forget the tatas  ,1
 And then we can issue each one of them a pink unicorn ,0
 Griffin thinks she is funny but she s not  She s a disgusting pig!!,1
 Yes he is an excellent chairperson,0
 Yes he is! #StopKavanaughNow,0
 He is quite good at faking  Must have done it numerous times,1
 Sounds like a lot of liberals don t want America to know the truth ,0
 Not one of these journalists mentioned the arrest of the corrupt mayor yesterday  I guess they were busy not getting blown away in the wind,1
 He is a disgusting anti traitor!,1
 Took you this long!! He is a beast and has been for yonks,1
 Antifa calling out nazis is the pot calling kettle black ,0
 Forget Montel! Those who speak so speak from their own delusional disgusting truth! He is not worth it! Trash pick up coming! URL,1
 If any left leaning freak attacks me I will attack back  But so many conservatives are just compliant  Happy with just bitching and complaining  How can we fire people up  The left has got energy  Lots of it  And if things dont change  Were going to loose ,1
 Well if Osuna did do that than he s the ass  Not really sure why you went there  Are you claiming I punch women? If you are sir you are the asshole and completely wrong  My tweet had nothing to do with Osuna it was a clear fact that Giles punches himself when he sucks ,1
 Sending commiserations to you for those Cardinal losses with this brioche cinnamon roll picture  URL,1
 Compare the coffers of Greg photo op guy Walden and Jamie McCleod Skinner and youll see that his treasure chest is in the millions from NRA and telecom industry  Anti-fair and open internet Anti REASONABLE gun control measures  For exploiting public lands ,0
 He represents the same 1% all other conservatives represent ,0
 hes obviously a bitch,1
 She is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism ,0
 Since Lebron eat ass I guess I have to now URL,1
 Beto-male,0
 Because of obama and holder more cops are getting killed each year because they hated law enforcement and encouraged civil unrest ,1
 Coming from a former AG who should be charged with conspiracy to commit murder in the Fast &amp; Furious scandal  One of the many scandals committed within the Obama Administration ,0
 thoughts on Sandy Alcantara? Seems like he is pitching well,0
 I like my soda like I like my boarders with a lot of ICE ,0
 At what point does the Lib playbook turn to dust after repeating the same BS over and over?,0
 This whole thing has been a sham from the start!,1
 Fuck the Steelers bah on my mama thats some racist shyt they doing dont wanna pay that dude and call him selfish for not wanted to report,1
 You are making crap up- no Dem I know wants to abolish ICE  We dont believe rich people should be the ones getting tax breaks  Bankrupt Medicare? Total nonsense  You lie as much as Trump,1
 Its off of Santa Clarita 9on Netflix its funny as fuck!,1
 What does a snot nose 18-year-old kid know? Hes just a loud mouth immature punk who the media has placed on a pedestal using to promote gun control  He is fed tag lines to spark controversy in order to bring attention to the gun control debate that he knows nothing about ,1
 Dump MasterCard,0
 or where 25 Oct 2005 Brazil citizens overwhelming voted No on the government implementing strict gun control by a factor of 63 9% And the Brazilian government still violates that referendum everyday as Brazilians are murdered w/zero effective method of self defense,0
 Hunnid Stax my shit,1
 Congratulations Joe you deserve to a nice treat after all the hard work you are doing each and every day keeping us Sareptians informed  I know us CA boys appreciate you ,0
 So basically you are now preaching what they religious end of world people have been doing  Congrats,0
 Way over the head     you #Liberals are all the same     supporters are stupid   If you think for yourself  you are a racist   Aboilish ICE so we can have open borders and more crime   Get out of you bubble for a minute and look at how great the country is doing  #MAGA ,1
 He is totally bluffing   ,1
 W had empathy and regrets  He may have been a bad/ineffective president but he is way more presidential than trump could ever hope to be,1
 Really? Its been the Dems that have been behind all violence from mass murderers to confrontations to antifa  Wake up,0
 Michael Moore needs to move out of the country as he promised if won!,0
 EAT MY ASS OH MY GOD YOU BETTER BE LYING,1
 Actually Texas is a red state that has had TOO MANY liberals move in trying to ruin things  So don t cast aspersions against Texas  It s the liberals from Cali  and Colorado that keep moving in ,0
 He is a godless heathen ,0
#TuesdayThoughts Got a gut feeling TWITTER is now in the gunsights of the Government and President Trump for Anti-Trust violations censoring and shaddowbanning Conservatives --- watch for Big News coming out soon ,0
 It s a testament to how fucked this world is   that she is free to spout all this bullshit and not be in jail or even being investigated for statutory rape ,1
 She is getting death threats  URL,0
 Not here     #MAGA #WWG1WGA ,0
 Another typical liberal who espouses gun control but uses hate and bullying ,1
 I checked    #followed ,0
 He  Is  A  Sociopath ,1
 Brexit is the single most important political issue of the day  The Mayor of London with the biggest direct democratic mandate in the UK needs to have a view ,0
 Happy to connect  #WeMakeAmericaGreat ,0
